id,intervention_id,mechanism_id,relation_type,polarity,evidence_for_count,evidence_against_count,evidence_strength_aggregate,context_scope,status,created_at,last_updated
IME-00152,INT-0036,MEC-0013,modulates,supporting,,,0.2833,,active,2026-04-28T02:13:59+00:00,2026-04-28T03:19:15+00:00
IME-00153,INT-0028,MEC-0013,modulates,supporting,,,0.2493,,active,2026-04-28T02:13:59+00:00,2026-04-28T03:19:15+00:00
IME-00154,INT-0093,MEC-0013,modulates,supporting,,,0.2741,,active,2026-04-28T02:13:59+00:00,2026-04-28T03:19:15+00:00
IME-00155,INT-0047,MEC-0013,modulates,supporting,,,0.2835,,active,2026-04-28T02:13:59+00:00,2026-04-28T03:19:15+00:00
IME-00156,INT-0021,MEC-0028,modulates,supporting,,,0.3436,,active,2026-04-28T02:13:59+00:00,2026-04-28T03:19:15+00:00
IME-00157,INT-0021,MEC-0009,modulates,supporting,,,0.3123,,active,2026-04-28T02:13:59+00:00,2026-04-28T03:19:15+00:00
IME-00158,INT-0022,MEC-0015,modulates,supporting,,,0.3162,,active,2026-04-28T02:13:59+00:00,2026-04-28T03:19:15+00:00
IME-00159,INT-0024,MEC-0020,modulates,supporting,,,0.5949,,active,2026-04-28T02:13:59+00:00,2026-04-28T03:19:15+00:00
IME-00160,INT-0024,MEC-0001,modulates,supporting,,,0.6312,,active,2026-04-28T02:13:59+00:00,2026-04-28T03:19:15+00:00
IME-00161,INT-0041,MEC-0008,modulates,unknown,,,0.5664,,active,2026-04-28T02:13:59+00:00,2026-04-28T03:19:15+00:00
IME-00162,INT-0041,MEC-0022,modulates,supporting,,,0.5754,,active,2026-04-28T02:13:59+00:00,2026-04-28T03:19:15+00:00
IME-00163,INT-0049,MEC-0029,modulates,supporting,,,0.4206,,active,2026-04-28T02:13:59+00:00,2026-04-28T03:19:15+00:00
IME-00164,INT-0049,MEC-0016,modulates,supporting,,,0.4104,,active,2026-04-28T02:13:59+00:00,2026-04-28T03:19:15+00:00
