id,intervention_id,hypothesis_id,relation_type,polarity,evidence_for_count,evidence_against_count,evidence_strength_aggregate,context_scope,status,created_at,last_updated
IHE-00024,INT-0069,HYP-0034,cause_mitigation,supporting,,,0.5073,,active,2026-04-27T21:14:42+00:00,2026-04-28T03:19:15+00:00
IHE-00025,INT-0070,HYP-0048,cause_mitigation,supporting,,,0.4018,,active,2026-04-27T21:14:42+00:00,2026-04-28T03:19:15+00:00
IHE-00026,INT-0070,HYP-0035,cause_mitigation,supporting,,,0.4018,,active,2026-04-27T21:14:42+00:00,2026-04-28T03:19:15+00:00
IHE-00027,INT-0071,HYP-0037,cause_mitigation,supporting,,,0.5563,,active,2026-04-27T21:14:42+00:00,2026-04-28T03:19:15+00:00
IHE-00028,INT-0072,HYP-0038,cause_mitigation,supporting,,,0.3748,,active,2026-04-27T21:14:42+00:00,2026-04-28T03:19:15+00:00
IHE-00029,INT-0073,HYP-0037,cause_mitigation,supporting,,,0.5523,,active,2026-04-27T21:14:42+00:00,2026-04-28T03:19:15+00:00
IHE-00030,INT-0074,HYP-0037,cause_mitigation,supporting,,,0.5751,,active,2026-04-27T21:14:42+00:00,2026-04-28T03:19:15+00:00
IHE-00031,INT-0075,HYP-0036,cause_mitigation,supporting,,,0.5015,,active,2026-04-27T21:14:42+00:00,2026-04-28T03:19:15+00:00
IHE-00032,INT-0075,HYP-0037,cause_mitigation,supporting,,,0.5356,,active,2026-04-27T21:14:42+00:00,2026-04-28T03:19:15+00:00
IHE-00033,INT-0013,HYP-0045,cause_mitigation,supporting,,,0.6041,,active,2026-04-27T21:14:42+00:00,2026-04-28T03:19:15+00:00
IHE-00034,INT-0016,HYP-0046,cause_mitigation,supporting,,,0.6328,,active,2026-04-27T21:14:42+00:00,2026-04-28T03:19:15+00:00
IHE-00035,INT-0015,HYP-0047,cause_mitigation,supporting,,,0.5549,,active,2026-04-27T21:14:42+00:00,2026-04-28T03:19:15+00:00
IHE-00036,INT-0030,HYP-0050,cause_mitigation,supporting,,,0.5032,,active,2026-04-27T21:14:42+00:00,2026-04-28T03:19:15+00:00
IHE-00037,INT-0065,HYP-0032,cause_mitigation,supporting,,,0.6117,,active,2026-04-27T21:14:42+00:00,2026-04-28T03:19:15+00:00
IHE-00038,INT-0046,HYP-0039,cause_mitigation,supporting,,,0.6449,,active,2026-04-27T21:14:42+00:00,2026-04-28T03:19:15+00:00
IHE-00039,INT-0047,HYP-0031,cause_mitigation,supporting,,,0.5340,,active,2026-04-27T21:14:42+00:00,2026-04-28T03:19:15+00:00
IHE-00040,INT-0007,HYP-0031,cause_mitigation,supporting,,,0.5143,,active,2026-04-27T21:14:42+00:00,2026-04-28T03:19:15+00:00
IHE-00041,INT-0037,HYP-0031,cause_mitigation,supporting,,,0.5152,,active,2026-04-27T21:14:42+00:00,2026-04-28T03:19:15+00:00
IHE-00042,INT-0076,HYP-0056,cause_mitigation,supporting,,,0.6460,,active,2026-04-27T21:33:28+00:00,2026-04-28T03:19:15+00:00
IHE-00043,INT-0076,HYP-0057,cause_mitigation,supporting,,,0.6308,,active,2026-04-27T21:33:28+00:00,2026-04-28T03:19:15+00:00
IHE-00044,INT-0076,HYP-0058,cause_mitigation,supporting,,,0.5847,,active,2026-04-27T21:33:28+00:00,2026-04-28T03:19:15+00:00
IHE-00045,INT-0076,HYP-0059,cause_mitigation,supporting,,,0.5517,,active,2026-04-27T21:33:28+00:00,2026-04-28T03:19:15+00:00
IHE-00046,INT-0076,HYP-0007,cause_mitigation,supporting,,,0.6674,,active,2026-04-27T21:33:28+00:00,2026-04-28T03:19:15+00:00
IHE-00047,INT-0077,HYP-0056,cause_mitigation,supporting,,,0.6317,,active,2026-04-27T21:33:28+00:00,2026-04-28T03:19:15+00:00
IHE-00048,INT-0078,HYP-0059,cause_mitigation,supporting,,,0.5264,,active,2026-04-27T21:33:28+00:00,2026-04-28T03:19:15+00:00
IHE-00049,INT-0078,HYP-0007,cause_mitigation,supporting,,,0.6367,,active,2026-04-27T21:33:28+00:00,2026-04-28T03:19:15+00:00
IHE-00050,INT-0079,HYP-0061,cause_mitigation,supporting,,,0.2001,,active,2026-04-27T21:33:28+00:00,2026-04-28T03:19:15+00:00
IHE-00051,INT-0080,HYP-0058,cause_mitigation,supporting,,,0.4904,,active,2026-04-27T21:33:28+00:00,2026-04-28T03:19:15+00:00
IHE-00052,INT-0080,HYP-0059,cause_mitigation,supporting,,,0.4628,,active,2026-04-27T21:33:28+00:00,2026-04-28T03:19:15+00:00
IHE-00053,INT-0081,HYP-0056,cause_mitigation,supporting,,,0.5998,,active,2026-04-27T21:33:28+00:00,2026-04-28T03:19:15+00:00
IHE-00054,INT-0082,HYP-0056,cause_mitigation,supporting,,,0.6046,,active,2026-04-27T21:33:28+00:00,2026-04-28T03:19:15+00:00
IHE-00055,INT-0082,HYP-0058,cause_mitigation,supporting,,,0.5472,,active,2026-04-27T21:33:28+00:00,2026-04-28T03:19:15+00:00
IHE-00056,INT-0083,HYP-0059,cause_mitigation,supporting,,,0.4688,,active,2026-04-27T21:33:28+00:00,2026-04-28T03:19:15+00:00
IHE-00057,INT-0084,HYP-0057,cause_mitigation,supporting,,,0.5701,,active,2026-04-27T21:33:28+00:00,2026-04-28T03:19:15+00:00
IHE-00058,INT-0085,HYP-0061,cause_mitigation,supporting,,,0.1855,,active,2026-04-27T21:33:28+00:00,2026-04-28T03:19:15+00:00
IHE-00059,INT-0025,HYP-0056,cause_mitigation,supporting,,,0.6788,,active,2026-04-27T21:33:28+00:00,2026-04-28T03:19:15+00:00
IHE-00060,INT-0025,HYP-0058,cause_mitigation,supporting,,,0.6144,,active,2026-04-27T21:33:28+00:00,2026-04-28T03:19:15+00:00
IHE-00061,INT-0086,HYP-0064,cause_mitigation,supporting,,,0.4047,,active,2026-04-27T21:44:33+00:00,2026-04-28T03:19:15+00:00
IHE-00062,INT-0086,HYP-0021,cause_mitigation,supporting,,,0.2092,,active,2026-04-27T21:44:33+00:00,2026-04-28T03:19:15+00:00
IHE-00063,INT-0087,HYP-0062,cause_mitigation,supporting,,,0.3948,,active,2026-04-27T21:44:33+00:00,2026-04-28T03:19:15+00:00
IHE-00064,INT-0087,HYP-0045,cause_mitigation,supporting,,,0.5024,,active,2026-04-27T21:44:33+00:00,2026-04-28T03:19:15+00:00
IHE-00065,INT-0088,HYP-0006,cause_mitigation,supporting,,,0.5533,,active,2026-04-27T21:44:33+00:00,2026-04-28T03:19:15+00:00
IHE-00066,INT-0089,HYP-0031,cause_mitigation,supporting,,,0.4566,,active,2026-04-27T21:44:33+00:00,2026-04-28T03:19:15+00:00
IHE-00067,INT-0089,HYP-0006,cause_mitigation,supporting,,,0.5299,,active,2026-04-27T21:44:33+00:00,2026-04-28T03:19:15+00:00
IHE-00068,INT-0090,HYP-0031,cause_mitigation,supporting,,,0.4558,,active,2026-04-27T21:44:33+00:00,2026-04-28T03:19:15+00:00
IHE-00069,INT-0091,HYP-0065,cause_mitigation,supporting,,,0.4765,,active,2026-04-27T21:44:33+00:00,2026-04-28T03:19:15+00:00
IHE-00070,INT-0048,HYP-0065,cause_mitigation,supporting,,,0.4826,,active,2026-04-27T21:44:33+00:00,2026-04-28T03:19:15+00:00
IHE-00071,INT-0013,HYP-0062,cause_mitigation,supporting,,,0.4747,,active,2026-04-27T21:44:33+00:00,2026-04-28T03:19:15+00:00
IHE-00072,INT-0002,HYP-0063,cause_mitigation,supporting,,,0.6858,,active,2026-04-27T21:44:33+00:00,2026-04-28T03:19:15+00:00
IHE-00073,INT-0002,HYP-0065,cause_mitigation,supporting,,,0.5785,,active,2026-04-27T21:44:33+00:00,2026-04-28T03:19:15+00:00
IHE-00074,INT-0047,HYP-0065,cause_mitigation,supporting,,,0.5498,,active,2026-04-27T21:44:33+00:00,2026-04-28T03:19:15+00:00
IHE-00075,INT-0092,HYP-0006,cause_mitigation,supporting,,,0.5794,,active,2026-04-27T22:00:07+00:00,2026-04-28T03:19:15+00:00
IHE-00076,INT-0092,HYP-0063,cause_mitigation,supporting,,,0.6094,,active,2026-04-27T22:00:07+00:00,2026-04-28T03:19:15+00:00
IHE-00077,INT-0093,HYP-0006,cause_mitigation,supporting,,,0.5991,,active,2026-04-27T22:00:07+00:00,2026-04-28T03:19:15+00:00
IHE-00078,INT-0093,HYP-0063,cause_mitigation,supporting,,,0.6301,,active,2026-04-27T22:00:07+00:00,2026-04-28T03:19:15+00:00
IHE-00079,INT-0094,HYP-0006,cause_mitigation,supporting,,,0.5812,,active,2026-04-27T22:00:07+00:00,2026-04-28T03:19:15+00:00
IHE-00080,INT-0094,HYP-0031,cause_mitigation,supporting,,,0.5009,,active,2026-04-27T22:00:07+00:00,2026-04-28T03:19:15+00:00
IHE-00081,INT-0095,HYP-0033,cause_mitigation,supporting,,,0.4345,,active,2026-04-27T22:00:07+00:00,2026-04-28T03:19:15+00:00
IHE-00082,INT-0095,HYP-0006,cause_mitigation,supporting,,,0.5533,,active,2026-04-27T22:00:07+00:00,2026-04-28T03:19:15+00:00
IHE-00083,INT-0096,HYP-0006,cause_mitigation,supporting,,,0.6056,,active,2026-04-27T22:00:07+00:00,2026-04-28T03:19:15+00:00
IHE-00084,INT-0096,HYP-0003,cause_mitigation,supporting,,,0.6737,,active,2026-04-27T22:00:07+00:00,2026-04-28T03:19:15+00:00
IHE-00085,INT-0096,HYP-0021,cause_mitigation,supporting,,,0.2487,,active,2026-04-27T22:00:07+00:00,2026-04-28T03:19:15+00:00
IHE-00086,INT-0096,HYP-0045,cause_mitigation,supporting,,,0.5878,,active,2026-04-27T22:00:07+00:00,2026-04-28T03:19:15+00:00
IHE-00087,INT-0096,HYP-0035,cause_mitigation,supporting,,,0.4956,,active,2026-04-27T22:00:07+00:00,2026-04-28T03:19:15+00:00
IHE-00088,INT-0096,HYP-0048,cause_mitigation,supporting,,,0.4956,,active,2026-04-27T22:00:07+00:00,2026-04-28T03:19:15+00:00
IHE-00089,INT-0096,HYP-0046,cause_mitigation,supporting,,,0.6507,,active,2026-04-27T22:00:07+00:00,2026-04-28T03:19:15+00:00
IHE-00090,INT-0096,HYP-0031,cause_mitigation,supporting,,,0.5219,,active,2026-04-27T22:00:07+00:00,2026-04-28T03:19:15+00:00
IHE-00091,INT-0096,HYP-0033,cause_mitigation,supporting,,,0.4755,,active,2026-04-27T22:00:07+00:00,2026-04-28T03:19:15+00:00
IHE-00092,INT-0097,HYP-0006,cause_mitigation,supporting,,,0.5542,,active,2026-04-27T22:16:07+00:00,2026-04-28T03:19:15+00:00
IHE-00093,INT-0097,HYP-0070,cause_mitigation,supporting,,,0.4456,,active,2026-04-27T22:16:07+00:00,2026-04-28T03:19:15+00:00
IHE-00094,INT-0098,HYP-0062,cause_mitigation,supporting,,,0.3726,,active,2026-04-27T22:16:07+00:00,2026-04-28T03:19:15+00:00
IHE-00095,INT-0099,HYP-0015,cause_mitigation,supporting,,,0.3894,,active,2026-04-27T22:16:07+00:00,2026-04-28T03:19:15+00:00
IHE-00096,INT-0099,HYP-0069,cause_mitigation,supporting,,,0.5375,,active,2026-04-27T22:16:07+00:00,2026-04-28T03:19:15+00:00
