id,intervention_id,phenotype_id,relation_type,polarity,evidence_for_count,evidence_against_count,evidence_strength_aggregate,context_scope,status,created_at,last_updated,derivation_via_mechanism_id,derivation_note
DIPE-00014,INT-0007,PHE-0007,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0007,transitive: INT-0007 -[modulates]-> MEC-0007 -[implicated_in]-> PHE-0007
DIPE-00015,INT-0008,PHE-0001,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0003,transitive: INT-0008 -[modulates]-> MEC-0003 -[implicated_in]-> PHE-0001
DIPE-00016,INT-0010,PHE-0001,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0003,transitive: INT-0010 -[modulates]-> MEC-0003 -[implicated_in]-> PHE-0001
DIPE-00017,INT-0010,PHE-0002,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0001,transitive: INT-0010 -[modulates]-> MEC-0001 -[implicated_in]-> PHE-0002
DIPE-00018,INT-0011,PHE-0002,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0010,transitive: INT-0011 -[modulates]-> MEC-0010 -[implicated_in]-> PHE-0002
DIPE-00019,INT-0012,PHE-0002,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0010,transitive: INT-0012 -[modulates]-> MEC-0010 -[implicated_in]-> PHE-0002
DIPE-00020,INT-0013,PHE-0001,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0029,transitive: INT-0013 -[modulates]-> MEC-0029 -[implicated_in]-> PHE-0001
DIPE-00021,INT-0013,PHE-0007,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0029,transitive: INT-0013 -[modulates]-> MEC-0029 -[implicated_in]-> PHE-0007
DIPE-00022,INT-0014,PHE-0003,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0002,transitive: INT-0014 -[modulates]-> MEC-0002 -[implicated_in]-> PHE-0003
DIPE-00023,INT-0014,PHE-0005,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0028,transitive: INT-0014 -[modulates]-> MEC-0028 -[implicated_in]-> PHE-0005
DIPE-00024,INT-0014,PHE-0006,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0031,transitive: INT-0014 -[modulates]-> MEC-0031 -[implicated_in]-> PHE-0006
DIPE-00025,INT-0015,PHE-0007,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0007,transitive: INT-0015 -[modulates]-> MEC-0007 -[implicated_in]-> PHE-0007
DIPE-00026,INT-0017,PHE-0001,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0003,transitive: INT-0017 -[modulates]-> MEC-0003 -[implicated_in]-> PHE-0001
DIPE-00027,INT-0017,PHE-0007,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0007,transitive: INT-0017 -[modulates]-> MEC-0007 -[implicated_in]-> PHE-0007
DIPE-00028,INT-0018,PHE-0001,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0003,transitive: INT-0018 -[modulates]-> MEC-0003 -[implicated_in]-> PHE-0001
DIPE-00029,INT-0019,PHE-0001,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0003,transitive: INT-0019 -[modulates]-> MEC-0003 -[implicated_in]-> PHE-0001
DIPE-00030,INT-0020,PHE-0002,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0001,transitive: INT-0020 -[modulates]-> MEC-0001 -[implicated_in]-> PHE-0002
DIPE-00031,INT-0023,PHE-0007,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0007,transitive: INT-0023 -[modulates]-> MEC-0007 -[implicated_in]-> PHE-0007
DIPE-00032,INT-0025,PHE-0004,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0008,transitive: INT-0025 -[modulates]-> MEC-0008 -[implicated_in]-> PHE-0004
DIPE-00033,INT-0026,PHE-0002,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0011,transitive: INT-0026 -[modulates]-> MEC-0011 -[implicated_in]-> PHE-0002
DIPE-00034,INT-0026,PHE-0004,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0008,transitive: INT-0026 -[modulates]-> MEC-0008 -[implicated_in]-> PHE-0004
DIPE-00035,INT-0026,PHE-0005,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0030,transitive: INT-0026 -[modulates]-> MEC-0030 -[implicated_in]-> PHE-0005
DIPE-00036,INT-0027,PHE-0001,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0004,transitive: INT-0027 -[modulates]-> MEC-0004 -[implicated_in]-> PHE-0001
DIPE-00037,INT-0027,PHE-0003,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0002,transitive: INT-0027 -[modulates]-> MEC-0002 -[implicated_in]-> PHE-0003
DIPE-00038,INT-0028,PHE-0002,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0010,transitive: INT-0028 -[modulates]-> MEC-0010 -[implicated_in]-> PHE-0002
DIPE-00039,INT-0028,PHE-0005,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0009,transitive: INT-0028 -[modulates]-> MEC-0009 -[implicated_in]-> PHE-0005
DIPE-00040,INT-0029,PHE-0003,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0017,transitive: INT-0029 -[modulates]-> MEC-0017 -[implicated_in]-> PHE-0003
DIPE-00041,INT-0030,PHE-0001,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0003,transitive: INT-0030 -[modulates]-> MEC-0003 -[implicated_in]-> PHE-0001
DIPE-00042,INT-0031,PHE-0005,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0028,transitive: INT-0031 -[modulates]-> MEC-0028 -[implicated_in]-> PHE-0005
DIPE-00043,INT-0031,PHE-0006,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0028,transitive: INT-0031 -[modulates]-> MEC-0028 -[implicated_in]-> PHE-0006
DIPE-00044,INT-0032,PHE-0007,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0007,transitive: INT-0032 -[modulates]-> MEC-0007 -[implicated_in]-> PHE-0007
DIPE-00045,INT-0033,PHE-0005,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0028,transitive: INT-0033 -[modulates]-> MEC-0028 -[implicated_in]-> PHE-0005
DIPE-00046,INT-0033,PHE-0006,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0028,transitive: INT-0033 -[modulates]-> MEC-0028 -[implicated_in]-> PHE-0006
DIPE-00047,INT-0034,PHE-0005,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0028,transitive: INT-0034 -[modulates]-> MEC-0028 -[implicated_in]-> PHE-0005
DIPE-00048,INT-0034,PHE-0006,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0028,transitive: INT-0034 -[modulates]-> MEC-0028 -[implicated_in]-> PHE-0006
DIPE-00049,INT-0035,PHE-0003,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0017,transitive: INT-0035 -[modulates]-> MEC-0017 -[implicated_in]-> PHE-0003
DIPE-00050,INT-0035,PHE-0005,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0028,transitive: INT-0035 -[modulates]-> MEC-0028 -[implicated_in]-> PHE-0005
DIPE-00051,INT-0035,PHE-0006,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0028,transitive: INT-0035 -[modulates]-> MEC-0028 -[implicated_in]-> PHE-0006
DIPE-00052,INT-0035,PHE-0007,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0007,transitive: INT-0035 -[modulates]-> MEC-0007 -[implicated_in]-> PHE-0007
DIPE-00053,INT-0036,PHE-0002,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0030,transitive: INT-0036 -[modulates]-> MEC-0030 -[implicated_in]-> PHE-0002
DIPE-00054,INT-0036,PHE-0005,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0009,transitive: INT-0036 -[modulates]-> MEC-0009 -[implicated_in]-> PHE-0005
DIPE-00055,INT-0037,PHE-0002,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0011,transitive: INT-0037 -[modulates]-> MEC-0011 -[implicated_in]-> PHE-0002
DIPE-00056,INT-0037,PHE-0004,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0008,transitive: INT-0037 -[modulates]-> MEC-0008 -[implicated_in]-> PHE-0004
DIPE-00057,INT-0037,PHE-0005,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0030,transitive: INT-0037 -[modulates]-> MEC-0030 -[implicated_in]-> PHE-0005
DIPE-00058,INT-0038,PHE-0007,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0020,transitive: INT-0038 -[modulates]-> MEC-0020 -[implicated_in]-> PHE-0007
DIPE-00059,INT-0039,PHE-0007,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0007,transitive: INT-0039 -[modulates]-> MEC-0007 -[implicated_in]-> PHE-0007
DIPE-00060,INT-0040,PHE-0007,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0020,transitive: INT-0040 -[modulates]-> MEC-0020 -[implicated_in]-> PHE-0007
DIPE-00061,INT-0042,PHE-0004,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0008,transitive: INT-0042 -[modulates]-> MEC-0008 -[implicated_in]-> PHE-0004
DIPE-00062,INT-0043,PHE-0007,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0007,transitive: INT-0043 -[modulates]-> MEC-0007 -[implicated_in]-> PHE-0007
DIPE-00063,INT-0044,PHE-0002,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0001,transitive: INT-0044 -[modulates]-> MEC-0001 -[implicated_in]-> PHE-0002
DIPE-00064,INT-0045,PHE-0002,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0010,transitive: INT-0045 -[modulates]-> MEC-0010 -[implicated_in]-> PHE-0002
DIPE-00065,INT-0047,PHE-0002,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0011,transitive: INT-0047 -[modulates]-> MEC-0011 -[implicated_in]-> PHE-0002
DIPE-00066,INT-0047,PHE-0003,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0002,transitive: INT-0047 -[modulates]-> MEC-0002 -[implicated_in]-> PHE-0003
DIPE-00067,INT-0047,PHE-0005,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0028,transitive: INT-0047 -[modulates]-> MEC-0028 -[implicated_in]-> PHE-0005
DIPE-00068,INT-0047,PHE-0006,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0028,transitive: INT-0047 -[modulates]-> MEC-0028 -[implicated_in]-> PHE-0006
DIPE-00069,INT-0048,PHE-0002,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0030,transitive: INT-0048 -[modulates]-> MEC-0030 -[implicated_in]-> PHE-0002
DIPE-00070,INT-0048,PHE-0003,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0027,transitive: INT-0048 -[modulates]-> MEC-0027 -[implicated_in]-> PHE-0003
DIPE-00071,INT-0048,PHE-0005,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0030,transitive: INT-0048 -[modulates]-> MEC-0030 -[implicated_in]-> PHE-0005
DIPE-00072,INT-0050,PHE-0002,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0001,transitive: INT-0050 -[modulates]-> MEC-0001 -[implicated_in]-> PHE-0002
DIPE-00073,INT-0055,PHE-0002,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0010,transitive: INT-0055 -[modulates]-> MEC-0010 -[implicated_in]-> PHE-0002
DIPE-00074,INT-0056,PHE-0004,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0008,transitive: INT-0056 -[modulates]-> MEC-0008 -[implicated_in]-> PHE-0004
DIPE-00075,INT-0057,PHE-0003,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0002,transitive: INT-0057 -[modulates]-> MEC-0002 -[implicated_in]-> PHE-0003
DIPE-00076,INT-0058,PHE-0001,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0003,transitive: INT-0058 -[modulates]-> MEC-0003 -[implicated_in]-> PHE-0001
DIPE-00077,INT-0059,PHE-0004,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0008,transitive: INT-0059 -[modulates]-> MEC-0008 -[implicated_in]-> PHE-0004
DIPE-00078,INT-0060,PHE-0004,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0008,transitive: INT-0060 -[modulates]-> MEC-0008 -[implicated_in]-> PHE-0004
DIPE-00079,INT-0061,PHE-0003,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0016,transitive: INT-0061 -[modulates]-> MEC-0016 -[implicated_in]-> PHE-0003
DIPE-00080,INT-0062,PHE-0003,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0002,transitive: INT-0062 -[modulates]-> MEC-0002 -[implicated_in]-> PHE-0003
DIPE-00081,INT-0062,PHE-0004,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0008,transitive: INT-0062 -[modulates]-> MEC-0008 -[implicated_in]-> PHE-0004
DIPE-00082,INT-0063,PHE-0007,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0007,transitive: INT-0063 -[modulates]-> MEC-0007 -[implicated_in]-> PHE-0007
DIPE-00083,INT-0064,PHE-0005,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0006,transitive: INT-0064 -[modulates]-> MEC-0006 -[implicated_in]-> PHE-0005
DIPE-00084,INT-0064,PHE-0006,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0006,transitive: INT-0064 -[modulates]-> MEC-0006 -[implicated_in]-> PHE-0006
DIPE-00085,INT-0065,PHE-0005,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0006,transitive: INT-0065 -[modulates]-> MEC-0006 -[implicated_in]-> PHE-0005
DIPE-00086,INT-0065,PHE-0006,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0006,transitive: INT-0065 -[modulates]-> MEC-0006 -[implicated_in]-> PHE-0006
DIPE-00087,INT-0066,PHE-0003,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0016,transitive: INT-0066 -[modulates]-> MEC-0016 -[implicated_in]-> PHE-0003
DIPE-00088,INT-0067,PHE-0002,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0001,transitive: INT-0067 -[modulates]-> MEC-0001 -[implicated_in]-> PHE-0002
DIPE-00089,INT-0068,PHE-0002,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0014,transitive: INT-0068 -[modulates]-> MEC-0014 -[implicated_in]-> PHE-0002
DIPE-00090,INT-0069,PHE-0003,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0016,transitive: INT-0069 -[modulates]-> MEC-0016 -[implicated_in]-> PHE-0003
DIPE-00091,INT-0070,PHE-0003,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0016,transitive: INT-0070 -[modulates]-> MEC-0016 -[implicated_in]-> PHE-0003
DIPE-00092,INT-0071,PHE-0003,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0002,transitive: INT-0071 -[modulates]-> MEC-0002 -[implicated_in]-> PHE-0003
DIPE-00093,INT-0071,PHE-0004,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0019,transitive: INT-0071 -[modulates]-> MEC-0019 -[implicated_in]-> PHE-0004
DIPE-00094,INT-0072,PHE-0005,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0006,transitive: INT-0072 -[modulates]-> MEC-0006 -[implicated_in]-> PHE-0005
DIPE-00095,INT-0072,PHE-0006,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0006,transitive: INT-0072 -[modulates]-> MEC-0006 -[implicated_in]-> PHE-0006
DIPE-00096,INT-0073,PHE-0003,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0027,transitive: INT-0073 -[modulates]-> MEC-0027 -[implicated_in]-> PHE-0003
DIPE-00097,INT-0073,PHE-0004,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0019,transitive: INT-0073 -[modulates]-> MEC-0019 -[implicated_in]-> PHE-0004
DIPE-00098,INT-0074,PHE-0004,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0019,transitive: INT-0074 -[modulates]-> MEC-0019 -[implicated_in]-> PHE-0004
DIPE-00099,INT-0075,PHE-0003,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0016,transitive: INT-0075 -[modulates]-> MEC-0016 -[implicated_in]-> PHE-0003
DIPE-00100,INT-0076,PHE-0003,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0022,transitive: INT-0076 -[modulates]-> MEC-0022 -[implicated_in]-> PHE-0003
DIPE-00101,INT-0076,PHE-0004,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0026,transitive: INT-0076 -[modulates]-> MEC-0026 -[implicated_in]-> PHE-0004
