id,intervention_id,hypothesis_id,relation_type,polarity,evidence_for_count,evidence_against_count,evidence_strength_aggregate,context_scope,status,created_at,last_updated
IHE-00025,INT-0070,HYP-0048,cause_mitigation,supporting,,,0.4018,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
IHE-00026,INT-0070,HYP-0035,cause_mitigation,supporting,,,0.4018,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
IHE-00027,INT-0071,HYP-0037,cause_mitigation,supporting,,,0.5577,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
IHE-00028,INT-0072,HYP-0038,cause_mitigation,supporting,,,0.3864,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
IHE-00029,INT-0073,HYP-0037,cause_mitigation,supporting,,,0.5519,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
IHE-00030,INT-0074,HYP-0037,cause_mitigation,supporting,,,0.5744,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
IHE-00031,INT-0075,HYP-0036,cause_mitigation,supporting,,,0.5017,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
IHE-00032,INT-0075,HYP-0037,cause_mitigation,supporting,,,0.5355,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
IHE-00033,INT-0013,HYP-0045,cause_mitigation,supporting,,,0.6049,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
IHE-00034,INT-0016,HYP-0046,cause_mitigation,supporting,,,0.6322,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
IHE-00035,INT-0015,HYP-0047,cause_mitigation,supporting,,,0.5565,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
IHE-00036,INT-0030,HYP-0050,cause_mitigation,supporting,,,0.4982,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
IHE-00037,INT-0065,HYP-0032,cause_mitigation,supporting,,,0.6369,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
IHE-00038,INT-0046,HYP-0039,cause_mitigation,supporting,,,0.6463,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
IHE-00039,INT-0047,HYP-0031,cause_mitigation,supporting,,,0.5355,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
IHE-00040,INT-0007,HYP-0031,cause_mitigation,supporting,,,0.5158,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
IHE-00041,INT-0037,HYP-0031,cause_mitigation,supporting,,,0.5158,,active,2026-04-27T21:14:42+00:00,2026-04-29T22:13:43+00:00
IHE-00042,INT-0076,HYP-0056,cause_mitigation,supporting,,,0.6700,,active,2026-04-27T21:33:28+00:00,2026-04-29T22:13:43+00:00
IHE-00043,INT-0076,HYP-0057,cause_mitigation,supporting,,,0.6295,,active,2026-04-27T21:33:28+00:00,2026-04-29T22:13:43+00:00
IHE-00044,INT-0076,HYP-0058,cause_mitigation,supporting,,,0.6066,,active,2026-04-27T21:33:28+00:00,2026-04-29T22:13:43+00:00
IHE-00045,INT-0076,HYP-0059,cause_mitigation,supporting,,,0.5726,,active,2026-04-27T21:33:28+00:00,2026-04-29T22:13:43+00:00
IHE-00046,INT-0076,HYP-0007,cause_mitigation,supporting,,,0.6900,,active,2026-04-27T21:33:28+00:00,2026-04-29T22:13:43+00:00
IHE-00047,INT-0077,HYP-0056,cause_mitigation,supporting,,,0.6310,,active,2026-04-27T21:33:28+00:00,2026-04-29T22:13:43+00:00
IHE-00048,INT-0078,HYP-0059,cause_mitigation,supporting,,,0.5473,,active,2026-04-27T21:33:28+00:00,2026-04-29T22:13:43+00:00
IHE-00049,INT-0078,HYP-0007,cause_mitigation,supporting,,,0.6595,,active,2026-04-27T21:33:28+00:00,2026-04-29T22:13:43+00:00
IHE-00050,INT-0079,HYP-0061,cause_mitigation,supporting,,,0.2001,,active,2026-04-27T21:33:28+00:00,2026-04-29T22:13:43+00:00
IHE-00051,INT-0080,HYP-0058,cause_mitigation,supporting,,,0.4904,,active,2026-04-27T21:33:28+00:00,2026-04-29T22:13:43+00:00
IHE-00052,INT-0080,HYP-0059,cause_mitigation,supporting,,,0.4629,,active,2026-04-27T21:33:28+00:00,2026-04-29T22:13:43+00:00
IHE-00053,INT-0081,HYP-0056,cause_mitigation,supporting,,,0.5990,,active,2026-04-27T21:33:28+00:00,2026-04-29T22:13:43+00:00
IHE-00054,INT-0082,HYP-0056,cause_mitigation,supporting,,,0.6039,,active,2026-04-27T21:33:28+00:00,2026-04-29T22:13:43+00:00
IHE-00055,INT-0082,HYP-0058,cause_mitigation,supporting,,,0.5467,,active,2026-04-27T21:33:28+00:00,2026-04-29T22:13:43+00:00
IHE-00056,INT-0083,HYP-0059,cause_mitigation,supporting,,,0.4686,,active,2026-04-27T21:33:28+00:00,2026-04-29T22:13:43+00:00
IHE-00057,INT-0084,HYP-0057,cause_mitigation,supporting,,,0.5342,,active,2026-04-27T21:33:28+00:00,2026-04-29T22:13:43+00:00
IHE-00058,INT-0085,HYP-0061,cause_mitigation,supporting,,,0.1855,,active,2026-04-27T21:33:28+00:00,2026-04-29T22:13:43+00:00
IHE-00059,INT-0025,HYP-0056,cause_mitigation,supporting,,,0.6813,,active,2026-04-27T21:33:28+00:00,2026-04-29T22:13:43+00:00
IHE-00060,INT-0025,HYP-0058,cause_mitigation,supporting,,,0.6168,,active,2026-04-27T21:33:28+00:00,2026-04-29T22:13:43+00:00
IHE-00061,INT-0086,HYP-0064,cause_mitigation,supporting,,,0.4047,,active,2026-04-27T21:44:33+00:00,2026-04-29T22:13:43+00:00
IHE-00062,INT-0086,HYP-0021,cause_mitigation,supporting,,,0.2092,,active,2026-04-27T21:44:33+00:00,2026-04-29T22:13:43+00:00
IHE-00063,INT-0087,HYP-0062,cause_mitigation,supporting,,,0.3948,,active,2026-04-27T21:44:33+00:00,2026-04-29T22:13:43+00:00
IHE-00064,INT-0087,HYP-0045,cause_mitigation,supporting,,,0.5025,,active,2026-04-27T21:44:33+00:00,2026-04-29T22:13:43+00:00
IHE-00065,INT-0088,HYP-0006,cause_mitigation,supporting,,,0.5558,,active,2026-04-27T21:44:33+00:00,2026-04-29T22:13:43+00:00
IHE-00066,INT-0089,HYP-0031,cause_mitigation,supporting,,,0.4571,,active,2026-04-27T21:44:33+00:00,2026-04-29T22:13:43+00:00
IHE-00067,INT-0089,HYP-0006,cause_mitigation,supporting,,,0.5300,,active,2026-04-27T21:44:33+00:00,2026-04-29T22:13:43+00:00
IHE-00068,INT-0090,HYP-0031,cause_mitigation,supporting,,,0.4586,,active,2026-04-27T21:44:33+00:00,2026-04-29T22:13:43+00:00
IHE-00069,INT-0091,HYP-0065,cause_mitigation,supporting,,,0.4787,,active,2026-04-27T21:44:33+00:00,2026-04-29T22:13:43+00:00
IHE-00070,INT-0048,HYP-0065,cause_mitigation,supporting,,,0.4850,,active,2026-04-27T21:44:33+00:00,2026-04-29T22:13:43+00:00
IHE-00071,INT-0013,HYP-0062,cause_mitigation,supporting,,,0.4753,,active,2026-04-27T21:44:33+00:00,2026-04-29T22:13:43+00:00
IHE-00072,INT-0002,HYP-0063,cause_mitigation,supporting,,,0.6861,,active,2026-04-27T21:44:33+00:00,2026-04-29T22:13:43+00:00
IHE-00073,INT-0002,HYP-0065,cause_mitigation,supporting,,,0.5806,,active,2026-04-27T21:44:33+00:00,2026-04-29T22:13:43+00:00
IHE-00074,INT-0047,HYP-0065,cause_mitigation,supporting,,,0.5517,,active,2026-04-27T21:44:33+00:00,2026-04-29T22:13:43+00:00
IHE-00075,INT-0092,HYP-0006,cause_mitigation,supporting,,,0.5885,,active,2026-04-27T22:00:07+00:00,2026-04-29T22:13:43+00:00
IHE-00076,INT-0092,HYP-0063,cause_mitigation,supporting,,,0.6179,,active,2026-04-27T22:00:07+00:00,2026-04-29T22:13:43+00:00
IHE-00077,INT-0093,HYP-0006,cause_mitigation,supporting,,,0.6025,,active,2026-04-27T22:00:07+00:00,2026-04-29T22:13:43+00:00
IHE-00078,INT-0093,HYP-0063,cause_mitigation,supporting,,,0.6326,,active,2026-04-27T22:00:07+00:00,2026-04-29T22:13:43+00:00
IHE-00079,INT-0094,HYP-0006,cause_mitigation,supporting,,,0.5836,,active,2026-04-27T22:00:07+00:00,2026-04-29T22:13:43+00:00
IHE-00080,INT-0094,HYP-0031,cause_mitigation,supporting,,,0.5034,,active,2026-04-27T22:00:07+00:00,2026-04-29T22:13:43+00:00
IHE-00081,INT-0095,HYP-0033,cause_mitigation,supporting,,,0.4370,,active,2026-04-27T22:00:07+00:00,2026-04-29T22:13:43+00:00
IHE-00082,INT-0095,HYP-0006,cause_mitigation,supporting,,,0.5558,,active,2026-04-27T22:00:07+00:00,2026-04-29T22:13:43+00:00
IHE-00083,INT-0096,HYP-0006,cause_mitigation,supporting,,,0.6043,,active,2026-04-27T22:00:07+00:00,2026-04-29T22:13:43+00:00
IHE-00084,INT-0096,HYP-0003,cause_mitigation,supporting,,,0.6611,,active,2026-04-27T22:00:07+00:00,2026-04-29T22:13:43+00:00
IHE-00085,INT-0096,HYP-0021,cause_mitigation,supporting,,,0.2482,,active,2026-04-27T22:00:07+00:00,2026-04-29T22:13:43+00:00
IHE-00086,INT-0096,HYP-0045,cause_mitigation,supporting,,,0.5867,,active,2026-04-27T22:00:07+00:00,2026-04-29T22:13:43+00:00
IHE-00087,INT-0096,HYP-0035,cause_mitigation,supporting,,,0.4945,,active,2026-04-27T22:00:07+00:00,2026-04-29T22:13:43+00:00
IHE-00088,INT-0096,HYP-0048,cause_mitigation,supporting,,,0.4945,,active,2026-04-27T22:00:07+00:00,2026-04-29T22:13:43+00:00
IHE-00089,INT-0096,HYP-0046,cause_mitigation,supporting,,,0.6482,,active,2026-04-27T22:00:07+00:00,2026-04-29T22:13:43+00:00
IHE-00090,INT-0096,HYP-0031,cause_mitigation,supporting,,,0.5212,,active,2026-04-27T22:00:07+00:00,2026-04-29T22:13:43+00:00
IHE-00091,INT-0096,HYP-0033,cause_mitigation,supporting,,,0.4750,,active,2026-04-27T22:00:07+00:00,2026-04-29T22:13:43+00:00
IHE-00092,INT-0097,HYP-0006,cause_mitigation,supporting,,,0.5555,,active,2026-04-27T22:16:07+00:00,2026-04-29T22:13:43+00:00
IHE-00093,INT-0097,HYP-0070,cause_mitigation,supporting,,,0.4471,,active,2026-04-27T22:16:07+00:00,2026-04-29T22:13:43+00:00
IHE-00094,INT-0098,HYP-0062,cause_mitigation,supporting,,,0.3798,,active,2026-04-27T22:16:07+00:00,2026-04-29T22:13:43+00:00
IHE-00095,INT-0099,HYP-0015,cause_mitigation,supporting,,,0.4036,,active,2026-04-27T22:16:07+00:00,2026-04-29T22:13:43+00:00
IHE-00096,INT-0099,HYP-0069,cause_mitigation,supporting,,,0.5842,,active,2026-04-27T22:16:07+00:00,2026-04-29T22:13:43+00:00
IHE-00097,INT-0100,HYP-0021,cause_mitigation,supporting,,,0.2273,,active,2026-04-28T14:50:45+00:00,2026-04-29T22:13:43+00:00
IHE-00098,INT-0100,HYP-0045,cause_mitigation,supporting,,,0.5372,,active,2026-04-28T14:50:45+00:00,2026-04-29T22:13:43+00:00
IHE-00099,INT-0101,HYP-0007,cause_mitigation,supporting,,,0.6304,,active,2026-04-28T14:50:45+00:00,2026-04-29T22:13:43+00:00
IHE-00100,INT-0101,HYP-0059,cause_mitigation,supporting,,,0.5232,,active,2026-04-28T14:50:45+00:00,2026-04-29T22:13:43+00:00
