id,intervention_id,hypothesis_id,relation_type,polarity,evidence_for_count,evidence_against_count,evidence_strength_aggregate,context_scope,status,created_at,last_updated
IHE-00026,INT-0070,HYP-0035,cause_mitigation,supporting,,,,,active,2026-04-27T21:14:42+00:00,2026-04-27T21:14:42+00:00
IHE-00027,INT-0071,HYP-0037,cause_mitigation,supporting,,,,,active,2026-04-27T21:14:42+00:00,2026-04-27T21:14:42+00:00
IHE-00028,INT-0072,HYP-0038,cause_mitigation,supporting,,,,,active,2026-04-27T21:14:42+00:00,2026-04-27T21:14:42+00:00
IHE-00029,INT-0073,HYP-0037,cause_mitigation,supporting,,,,,active,2026-04-27T21:14:42+00:00,2026-04-27T21:14:42+00:00
IHE-00030,INT-0074,HYP-0037,cause_mitigation,supporting,,,,,active,2026-04-27T21:14:42+00:00,2026-04-27T21:14:42+00:00
IHE-00031,INT-0075,HYP-0036,cause_mitigation,supporting,,,,,active,2026-04-27T21:14:42+00:00,2026-04-27T21:14:42+00:00
IHE-00032,INT-0075,HYP-0037,cause_mitigation,supporting,,,,,active,2026-04-27T21:14:42+00:00,2026-04-27T21:14:42+00:00
IHE-00033,INT-0013,HYP-0045,cause_mitigation,supporting,,,,,active,2026-04-27T21:14:42+00:00,2026-04-27T21:14:42+00:00
IHE-00034,INT-0016,HYP-0046,cause_mitigation,supporting,,,,,active,2026-04-27T21:14:42+00:00,2026-04-27T21:14:42+00:00
IHE-00035,INT-0015,HYP-0047,cause_mitigation,supporting,,,,,active,2026-04-27T21:14:42+00:00,2026-04-27T21:14:42+00:00
IHE-00036,INT-0030,HYP-0050,cause_mitigation,supporting,,,,,active,2026-04-27T21:14:42+00:00,2026-04-27T21:14:42+00:00
IHE-00037,INT-0065,HYP-0032,cause_mitigation,supporting,,,,,active,2026-04-27T21:14:42+00:00,2026-04-27T21:14:42+00:00
IHE-00038,INT-0046,HYP-0039,cause_mitigation,supporting,,,,,active,2026-04-27T21:14:42+00:00,2026-04-27T21:14:42+00:00
IHE-00039,INT-0047,HYP-0031,cause_mitigation,supporting,,,,,active,2026-04-27T21:14:42+00:00,2026-04-27T21:14:42+00:00
IHE-00040,INT-0007,HYP-0031,cause_mitigation,supporting,,,,,active,2026-04-27T21:14:42+00:00,2026-04-27T21:14:42+00:00
IHE-00041,INT-0037,HYP-0031,cause_mitigation,supporting,,,,,active,2026-04-27T21:14:42+00:00,2026-04-27T21:14:42+00:00
