id,hypothesis_id,mechanism_id,relation_type,polarity,evidence_for_count,evidence_against_count,evidence_strength_aggregate,context_scope,status,created_at,last_updated
HME-00021,HYP-0032,MEC-0006,acts_through,supporting,,,0.4779,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
HME-00022,HYP-0033,MEC-0014,acts_through,supporting,,,0.3146,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
HME-00023,HYP-0033,MEC-0010,acts_through,supporting,,,0.3362,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
HME-00024,HYP-0034,MEC-0016,acts_through,supporting,,,0.3060,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
HME-00025,HYP-0035,MEC-0016,acts_through,supporting,,,0.3539,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
HME-00026,HYP-0036,MEC-0016,acts_through,supporting,,,0.5322,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
HME-00027,HYP-0036,MEC-0002,acts_through,supporting,,,0.6822,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
HME-00028,HYP-0037,MEC-0019,acts_through,supporting,,,0.6994,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
HME-00029,HYP-0037,MEC-0016,acts_through,supporting,,,0.5690,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
HME-00030,HYP-0038,MEC-0006,acts_through,supporting,,,0.2083,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
HME-00031,HYP-0039,MEC-0002,acts_through,supporting,,,0.8200,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
HME-00032,HYP-0039,MEC-0010,acts_through,supporting,,,0.8002,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
HME-00033,HYP-0040,MEC-0001,acts_through,supporting,,,0.5200,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
HME-00034,HYP-0040,MEC-0002,acts_through,supporting,,,0.5666,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
HME-00035,HYP-0041,MEC-0002,acts_through,supporting,,,0.8274,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
HME-00036,HYP-0041,MEC-0005,acts_through,supporting,,,0.7708,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
HME-00037,HYP-0041,MEC-0008,acts_through,supporting,,,0.8048,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
HME-00038,HYP-0042,MEC-0008,acts_through,supporting,,,0.4457,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
HME-00039,HYP-0043,MEC-0016,acts_through,supporting,,,0.5253,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
HME-00040,HYP-0044,MEC-0002,acts_through,supporting,,,0.9141,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
HME-00041,HYP-0044,MEC-0010,acts_through,supporting,,,0.8920,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
HME-00042,HYP-0045,MEC-0002,acts_through,supporting,,,0.6615,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
HME-00043,HYP-0045,MEC-0020,acts_through,supporting,,,0.5657,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
HME-00044,HYP-0046,MEC-0001,acts_through,supporting,,,0.6023,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
HME-00045,HYP-0046,MEC-0003,acts_through,supporting,,,0.6091,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
HME-00046,HYP-0047,MEC-0020,acts_through,supporting,,,0.5182,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
HME-00047,HYP-0047,MEC-0007,acts_through,supporting,,,0.5183,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
HME-00048,HYP-0048,MEC-0016,acts_through,supporting,,,0.3539,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
HME-00049,HYP-0049,MEC-0001,acts_through,supporting,,,0.0000,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
HME-00050,HYP-0050,MEC-0003,acts_through,supporting,,,0.4015,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
HME-00051,HYP-0051,MEC-0002,acts_through,supporting,,,0.7776,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
HME-00052,HYP-0051,MEC-0017,acts_through,supporting,,,0.7201,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
HME-00053,HYP-0052,MEC-0010,acts_through,supporting,,,0.5841,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
HME-00054,HYP-0053,MEC-0001,acts_through,supporting,,,0.0000,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
HME-00055,HYP-0053,MEC-0002,acts_through,supporting,,,0.0000,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
HME-00056,HYP-0054,MEC-0001,acts_through,supporting,,,0.2020,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
HME-00057,HYP-0006,MEC-0011,acts_through,supporting,,,0.8594,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
HME-00058,HYP-0006,MEC-0014,acts_through,supporting,,,0.8326,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
HME-00059,HYP-0029,MEC-0015,acts_through,supporting,,,0.0998,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
HME-00060,HYP-0030,MEC-0015,acts_through,supporting,,,0.0000,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
HME-00061,HYP-0008,MEC-0017,acts_through,supporting,,,0.7982,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
HME-00062,HYP-0007,MEC-0019,acts_through,supporting,,,0.8619,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
HME-00063,HYP-0005,MEC-0018,acts_through,supporting,,,0.7934,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
HME-00064,HYP-0011,MEC-0016,acts_through,supporting,,,0.3319,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
HME-00065,HYP-0012,MEC-0016,acts_through,supporting,,,0.3319,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
HME-00066,HYP-0056,MEC-0026,acts_through,supporting,,,0.7434,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:12:18+00:00
HME-00067,HYP-0056,MEC-0021,acts_through,supporting,,,0.7211,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:12:18+00:00
HME-00068,HYP-0057,MEC-0024,acts_through,supporting,,,0.4765,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:12:18+00:00
HME-00069,HYP-0057,MEC-0023,acts_through,supporting,,,0.6028,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:12:18+00:00
HME-00070,HYP-0058,MEC-0021,acts_through,supporting,,,0.6151,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:12:18+00:00
HME-00071,HYP-0058,MEC-0022,acts_through,supporting,,,0.4933,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:12:18+00:00
HME-00072,HYP-0059,MEC-0022,acts_through,supporting,,,0.4169,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:12:18+00:00
HME-00073,HYP-0059,MEC-0002,acts_through,supporting,,,0.5456,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:12:18+00:00
HME-00074,HYP-0060,MEC-0024,acts_through,supporting,,,0.4369,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:12:18+00:00
HME-00075,HYP-0060,MEC-0007,acts_through,supporting,,,0.5234,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:12:18+00:00
HME-00076,HYP-0061,MEC-0022,acts_through,supporting,,,0.0000,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:12:18+00:00
HME-00077,HYP-0007,MEC-0021,acts_through,supporting,,,0.8564,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:12:18+00:00
HME-00078,HYP-0007,MEC-0023,acts_through,supporting,,,0.8118,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:12:18+00:00
HME-00079,HYP-0007,MEC-0025,acts_through,supporting,,,0.8532,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:12:18+00:00
HME-00080,HYP-0007,MEC-0026,acts_through,supporting,,,0.8829,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:12:18+00:00
HME-00081,HYP-0022,MEC-0026,acts_through,supporting,,,0.0000,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:12:18+00:00
HME-00082,HYP-0022,MEC-0021,acts_through,supporting,,,0.0000,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:12:18+00:00
HME-00083,HYP-0023,MEC-0026,acts_through,supporting,,,0.0000,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:12:18+00:00
HME-00084,HYP-0005,MEC-0023,acts_through,supporting,,,0.7733,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:12:18+00:00
HME-00085,HYP-0062,MEC-0029,acts_through,supporting,,,0.1994,,active,2026-04-27T21:44:33+00:00,2026-04-27T22:12:18+00:00
HME-00086,HYP-0063,MEC-0001,acts_through,supporting,,,0.7184,,active,2026-04-27T21:44:33+00:00,2026-04-27T22:12:18+00:00
HME-00087,HYP-0063,MEC-0003,acts_through,supporting,,,0.7265,,active,2026-04-27T21:44:33+00:00,2026-04-27T22:12:18+00:00
HME-00088,HYP-0064,MEC-0031,acts_through,supporting,,,0.2528,,active,2026-04-27T21:44:33+00:00,2026-04-27T22:12:18+00:00
HME-00089,HYP-0064,MEC-0028,acts_through,supporting,,,0.2751,,active,2026-04-27T21:44:33+00:00,2026-04-27T22:12:18+00:00
HME-00090,HYP-0065,MEC-0027,acts_through,supporting,,,0.4966,,active,2026-04-27T21:44:33+00:00,2026-04-27T22:12:18+00:00
HME-00091,HYP-0065,MEC-0002,acts_through,supporting,,,0.5257,,active,2026-04-27T21:44:33+00:00,2026-04-27T22:12:18+00:00
HME-00092,HYP-0045,MEC-0029,acts_through,supporting,,,0.5237,,active,2026-04-27T21:44:33+00:00,2026-04-27T22:12:18+00:00
HME-00093,HYP-0021,MEC-0031,acts_through,supporting,,,0.0000,,active,2026-04-27T21:44:33+00:00,2026-04-27T22:12:18+00:00
HME-00094,HYP-0008,MEC-0027,acts_through,supporting,,,0.8141,,active,2026-04-27T21:44:33+00:00,2026-04-27T22:12:18+00:00
HME-00095,HYP-0006,MEC-0030,acts_through,supporting,,,0.7993,,active,2026-04-27T21:44:33+00:00,2026-04-27T22:12:18+00:00
HME-00096,HYP-0029,MEC-0030,acts_through,supporting,,,0.1844,,active,2026-04-27T21:44:33+00:00,2026-04-27T22:12:18+00:00
HME-00097,HYP-0030,MEC-0030,acts_through,supporting,,,0.0000,,active,2026-04-27T21:44:33+00:00,2026-04-27T22:12:18+00:00
HME-00098,HYP-0031,MEC-0030,acts_through,supporting,,,0.3732,,active,2026-04-27T21:44:33+00:00,2026-04-27T22:12:18+00:00
HME-00099,HYP-0066,MEC-0032,acts_through,supporting,,,0.7699,,active,2026-04-27T22:06:26+00:00,2026-04-27T22:12:18+00:00
HME-00100,HYP-0066,MEC-0002,acts_through,supporting,,,0.8257,,active,2026-04-27T22:06:26+00:00,2026-04-27T22:12:18+00:00
HME-00101,HYP-0067,MEC-0032,acts_through,supporting,,,0.7217,,active,2026-04-27T22:06:26+00:00,2026-04-27T22:12:18+00:00
HME-00102,HYP-0067,MEC-0002,acts_through,supporting,,,0.7740,,active,2026-04-27T22:06:26+00:00,2026-04-27T22:12:18+00:00
HME-00103,HYP-0067,MEC-0005,acts_through,supporting,,,0.7211,,active,2026-04-27T22:06:26+00:00,2026-04-27T22:12:18+00:00
HME-00104,HYP-0044,MEC-0032,acts_through,supporting,,,0.8523,,active,2026-04-27T22:06:26+00:00,2026-04-27T22:12:18+00:00
HME-00105,HYP-0068,MEC-0032,acts_through,supporting,,,0.8297,,active,2026-04-27T22:12:16+00:00,2026-04-27T22:12:18+00:00
HME-00106,HYP-0068,MEC-0002,acts_through,supporting,,,0.8898,,active,2026-04-27T22:12:16+00:00,2026-04-27T22:12:18+00:00
HME-00107,HYP-0069,MEC-0010,acts_through,supporting,,,0.7237,,active,2026-04-27T22:12:16+00:00,2026-04-27T22:12:18+00:00
HME-00108,HYP-0069,MEC-0001,acts_through,supporting,,,0.6805,,active,2026-04-27T22:12:16+00:00,2026-04-27T22:12:18+00:00
