id,hypothesis_id,mechanism_id,relation_type,polarity,evidence_for_count,evidence_against_count,evidence_strength_aggregate,context_scope,status,created_at,last_updated
HME-00033,HYP-0040,MEC-0001,acts_through,supporting,,,0.5092,,active,2026-04-27T21:14:42+00:00,2026-04-27T21:24:38+00:00
HME-00034,HYP-0040,MEC-0002,acts_through,supporting,,,0.5279,,active,2026-04-27T21:14:42+00:00,2026-04-27T21:24:38+00:00
HME-00035,HYP-0041,MEC-0002,acts_through,supporting,,,0.7327,,active,2026-04-27T21:14:42+00:00,2026-04-27T21:24:38+00:00
HME-00036,HYP-0041,MEC-0005,acts_through,supporting,,,0.7097,,active,2026-04-27T21:14:42+00:00,2026-04-27T21:24:38+00:00
HME-00037,HYP-0041,MEC-0008,acts_through,supporting,,,0.7328,,active,2026-04-27T21:14:42+00:00,2026-04-27T21:24:38+00:00
HME-00038,HYP-0042,MEC-0008,acts_through,supporting,,,0.2347,,active,2026-04-27T21:14:42+00:00,2026-04-27T21:24:38+00:00
HME-00039,HYP-0043,MEC-0016,acts_through,supporting,,,0.5253,,active,2026-04-27T21:14:42+00:00,2026-04-27T21:24:38+00:00
HME-00040,HYP-0044,MEC-0002,acts_through,supporting,,,0.3662,,active,2026-04-27T21:14:42+00:00,2026-04-27T21:24:38+00:00
HME-00041,HYP-0044,MEC-0010,acts_through,supporting,,,0.3466,,active,2026-04-27T21:14:42+00:00,2026-04-27T21:24:38+00:00
HME-00042,HYP-0045,MEC-0002,acts_through,supporting,,,0.6163,,active,2026-04-27T21:14:42+00:00,2026-04-27T21:24:38+00:00
HME-00043,HYP-0045,MEC-0020,acts_through,supporting,,,0.5657,,active,2026-04-27T21:14:42+00:00,2026-04-27T21:24:38+00:00
HME-00044,HYP-0046,MEC-0001,acts_through,supporting,,,0.5899,,active,2026-04-27T21:14:42+00:00,2026-04-27T21:24:38+00:00
HME-00045,HYP-0046,MEC-0003,acts_through,supporting,,,0.6044,,active,2026-04-27T21:14:42+00:00,2026-04-27T21:24:38+00:00
HME-00046,HYP-0047,MEC-0020,acts_through,supporting,,,0.5182,,active,2026-04-27T21:14:42+00:00,2026-04-27T21:24:38+00:00
HME-00047,HYP-0047,MEC-0007,acts_through,supporting,,,0.5174,,active,2026-04-27T21:14:42+00:00,2026-04-27T21:24:38+00:00
HME-00048,HYP-0048,MEC-0016,acts_through,supporting,,,0.3539,,active,2026-04-27T21:14:42+00:00,2026-04-27T21:24:38+00:00
HME-00049,HYP-0049,MEC-0001,acts_through,supporting,,,0.0000,,active,2026-04-27T21:14:42+00:00,2026-04-27T21:24:38+00:00
HME-00050,HYP-0050,MEC-0003,acts_through,supporting,,,0.3984,,active,2026-04-27T21:14:42+00:00,2026-04-27T21:24:38+00:00
HME-00051,HYP-0051,MEC-0002,acts_through,supporting,,,0.7244,,active,2026-04-27T21:14:42+00:00,2026-04-27T21:24:38+00:00
HME-00052,HYP-0051,MEC-0017,acts_through,supporting,,,0.7201,,active,2026-04-27T21:14:42+00:00,2026-04-27T21:24:38+00:00
HME-00053,HYP-0052,MEC-0010,acts_through,supporting,,,0.5277,,active,2026-04-27T21:14:42+00:00,2026-04-27T21:24:38+00:00
HME-00054,HYP-0053,MEC-0001,acts_through,supporting,,,0.0000,,active,2026-04-27T21:14:42+00:00,2026-04-27T21:24:38+00:00
HME-00055,HYP-0053,MEC-0002,acts_through,supporting,,,0.0000,,active,2026-04-27T21:14:42+00:00,2026-04-27T21:24:38+00:00
HME-00056,HYP-0054,MEC-0001,acts_through,supporting,,,0.1978,,active,2026-04-27T21:14:42+00:00,2026-04-27T21:24:38+00:00
HME-00057,HYP-0006,MEC-0011,acts_through,supporting,,,0.8163,,active,2026-04-27T21:14:42+00:00,2026-04-27T21:24:38+00:00
HME-00058,HYP-0006,MEC-0014,acts_through,supporting,,,0.7924,,active,2026-04-27T21:14:42+00:00,2026-04-27T21:24:38+00:00
HME-00059,HYP-0029,MEC-0015,acts_through,supporting,,,0.0998,,active,2026-04-27T21:14:42+00:00,2026-04-27T21:24:38+00:00
HME-00060,HYP-0030,MEC-0015,acts_through,supporting,,,0.0000,,active,2026-04-27T21:14:42+00:00,2026-04-27T21:24:38+00:00
HME-00061,HYP-0008,MEC-0017,acts_through,supporting,,,0.7982,,active,2026-04-27T21:14:42+00:00,2026-04-27T21:24:38+00:00
HME-00062,HYP-0007,MEC-0019,acts_through,supporting,,,0.8266,,active,2026-04-27T21:14:42+00:00,2026-04-27T21:24:38+00:00
HME-00063,HYP-0005,MEC-0018,acts_through,supporting,,,0.7934,,active,2026-04-27T21:14:42+00:00,2026-04-27T21:24:38+00:00
HME-00064,HYP-0011,MEC-0016,acts_through,supporting,,,0.3319,,active,2026-04-27T21:14:42+00:00,2026-04-27T21:24:38+00:00
HME-00065,HYP-0012,MEC-0016,acts_through,supporting,,,0.3319,,active,2026-04-27T21:14:42+00:00,2026-04-27T21:24:38+00:00
