id,intervention_id,hypothesis_id,relation_type,polarity,evidence_for_count,evidence_against_count,evidence_strength_aggregate,context_scope,status,created_at,last_updated
IHE-00029,INT-0073,HYP-0037,cause_mitigation,supporting,,,0.5422,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:06:28+00:00
IHE-00030,INT-0074,HYP-0037,cause_mitigation,supporting,,,0.5653,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:06:28+00:00
IHE-00031,INT-0075,HYP-0036,cause_mitigation,supporting,,,0.4892,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:06:28+00:00
IHE-00032,INT-0075,HYP-0037,cause_mitigation,supporting,,,0.5237,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:06:28+00:00
IHE-00033,INT-0013,HYP-0045,cause_mitigation,supporting,,,0.5934,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:06:28+00:00
IHE-00034,INT-0016,HYP-0046,cause_mitigation,supporting,,,0.5486,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:06:28+00:00
IHE-00035,INT-0015,HYP-0047,cause_mitigation,supporting,,,0.5475,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:06:28+00:00
IHE-00036,INT-0030,HYP-0050,cause_mitigation,supporting,,,0.4942,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:06:28+00:00
IHE-00037,INT-0065,HYP-0032,cause_mitigation,supporting,,,0.6025,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:06:28+00:00
IHE-00038,INT-0046,HYP-0039,cause_mitigation,supporting,,,0.6435,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:06:28+00:00
IHE-00039,INT-0047,HYP-0031,cause_mitigation,supporting,,,0.5302,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:06:28+00:00
IHE-00040,INT-0007,HYP-0031,cause_mitigation,supporting,,,0.5108,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:06:28+00:00
IHE-00041,INT-0037,HYP-0031,cause_mitigation,supporting,,,0.5138,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:06:28+00:00
IHE-00042,INT-0076,HYP-0056,cause_mitigation,supporting,,,0.6373,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:06:28+00:00
IHE-00043,INT-0076,HYP-0057,cause_mitigation,supporting,,,0.5819,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:06:28+00:00
IHE-00044,INT-0076,HYP-0058,cause_mitigation,supporting,,,0.5768,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:06:28+00:00
IHE-00045,INT-0076,HYP-0059,cause_mitigation,supporting,,,0.5433,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:06:28+00:00
IHE-00046,INT-0076,HYP-0007,cause_mitigation,supporting,,,0.6580,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:06:28+00:00
IHE-00047,INT-0077,HYP-0056,cause_mitigation,supporting,,,0.6230,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:06:28+00:00
IHE-00048,INT-0078,HYP-0059,cause_mitigation,supporting,,,0.5176,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:06:28+00:00
IHE-00049,INT-0078,HYP-0007,cause_mitigation,supporting,,,0.6269,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:06:28+00:00
IHE-00050,INT-0079,HYP-0061,cause_mitigation,supporting,,,0.1903,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:06:28+00:00
IHE-00051,INT-0080,HYP-0058,cause_mitigation,supporting,,,0.4719,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:06:28+00:00
IHE-00052,INT-0080,HYP-0059,cause_mitigation,supporting,,,0.4444,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:06:28+00:00
IHE-00053,INT-0081,HYP-0056,cause_mitigation,supporting,,,0.5906,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:06:28+00:00
IHE-00054,INT-0082,HYP-0056,cause_mitigation,supporting,,,0.5955,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:06:28+00:00
IHE-00055,INT-0082,HYP-0058,cause_mitigation,supporting,,,0.5390,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:06:28+00:00
IHE-00056,INT-0083,HYP-0059,cause_mitigation,supporting,,,0.4590,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:06:28+00:00
IHE-00057,INT-0084,HYP-0057,cause_mitigation,supporting,,,0.5034,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:06:28+00:00
IHE-00058,INT-0085,HYP-0061,cause_mitigation,supporting,,,0.1748,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:06:28+00:00
IHE-00059,INT-0025,HYP-0056,cause_mitigation,supporting,,,0.6678,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:06:28+00:00
IHE-00060,INT-0025,HYP-0058,cause_mitigation,supporting,,,0.6045,,active,2026-04-27T21:33:28+00:00,2026-04-27T22:06:28+00:00
IHE-00061,INT-0086,HYP-0064,cause_mitigation,supporting,,,0.3970,,active,2026-04-27T21:44:33+00:00,2026-04-27T22:06:28+00:00
IHE-00062,INT-0086,HYP-0021,cause_mitigation,supporting,,,0.2052,,active,2026-04-27T21:44:33+00:00,2026-04-27T22:06:28+00:00
IHE-00063,INT-0087,HYP-0062,cause_mitigation,supporting,,,0.3854,,active,2026-04-27T21:44:33+00:00,2026-04-27T22:06:28+00:00
IHE-00064,INT-0087,HYP-0045,cause_mitigation,supporting,,,0.4898,,active,2026-04-27T21:44:33+00:00,2026-04-27T22:06:28+00:00
IHE-00065,INT-0088,HYP-0006,cause_mitigation,supporting,,,0.5428,,active,2026-04-27T21:44:33+00:00,2026-04-27T22:06:28+00:00
IHE-00066,INT-0089,HYP-0031,cause_mitigation,supporting,,,0.4551,,active,2026-04-27T21:44:33+00:00,2026-04-27T22:06:28+00:00
IHE-00067,INT-0089,HYP-0006,cause_mitigation,supporting,,,0.5287,,active,2026-04-27T21:44:33+00:00,2026-04-27T22:06:28+00:00
IHE-00068,INT-0090,HYP-0031,cause_mitigation,supporting,,,0.4469,,active,2026-04-27T21:44:33+00:00,2026-04-27T22:06:28+00:00
IHE-00069,INT-0091,HYP-0065,cause_mitigation,supporting,,,0.4601,,active,2026-04-27T21:44:33+00:00,2026-04-27T22:06:28+00:00
IHE-00070,INT-0048,HYP-0065,cause_mitigation,supporting,,,0.4734,,active,2026-04-27T21:44:33+00:00,2026-04-27T22:06:28+00:00
IHE-00071,INT-0013,HYP-0062,cause_mitigation,supporting,,,0.4670,,active,2026-04-27T21:44:33+00:00,2026-04-27T22:06:28+00:00
IHE-00072,INT-0002,HYP-0063,cause_mitigation,supporting,,,0.6758,,active,2026-04-27T21:44:33+00:00,2026-04-27T22:06:28+00:00
IHE-00073,INT-0002,HYP-0065,cause_mitigation,supporting,,,0.5703,,active,2026-04-27T21:44:33+00:00,2026-04-27T22:06:28+00:00
IHE-00074,INT-0047,HYP-0065,cause_mitigation,supporting,,,0.5437,,active,2026-04-27T21:44:33+00:00,2026-04-27T22:06:28+00:00
IHE-00075,INT-0092,HYP-0006,cause_mitigation,supporting,,,0.5648,,active,2026-04-27T22:00:07+00:00,2026-04-27T22:06:28+00:00
IHE-00076,INT-0092,HYP-0063,cause_mitigation,supporting,,,0.5906,,active,2026-04-27T22:00:07+00:00,2026-04-27T22:06:28+00:00
IHE-00077,INT-0093,HYP-0006,cause_mitigation,supporting,,,0.5886,,active,2026-04-27T22:00:07+00:00,2026-04-27T22:06:28+00:00
IHE-00078,INT-0093,HYP-0063,cause_mitigation,supporting,,,0.6155,,active,2026-04-27T22:00:07+00:00,2026-04-27T22:06:28+00:00
IHE-00079,INT-0094,HYP-0006,cause_mitigation,supporting,,,0.5731,,active,2026-04-27T22:00:07+00:00,2026-04-27T22:06:28+00:00
IHE-00080,INT-0094,HYP-0031,cause_mitigation,supporting,,,0.4933,,active,2026-04-27T22:00:07+00:00,2026-04-27T22:06:28+00:00
IHE-00081,INT-0095,HYP-0033,cause_mitigation,supporting,,,0.4249,,active,2026-04-27T22:00:07+00:00,2026-04-27T22:06:28+00:00
IHE-00082,INT-0095,HYP-0006,cause_mitigation,supporting,,,0.5428,,active,2026-04-27T22:00:07+00:00,2026-04-27T22:06:28+00:00
IHE-00083,INT-0096,HYP-0006,cause_mitigation,supporting,,,0.5969,,active,2026-04-27T22:00:07+00:00,2026-04-27T22:06:28+00:00
IHE-00084,INT-0096,HYP-0003,cause_mitigation,supporting,,,0.6606,,active,2026-04-27T22:00:07+00:00,2026-04-27T22:06:28+00:00
IHE-00085,INT-0096,HYP-0021,cause_mitigation,supporting,,,0.2443,,active,2026-04-27T22:00:07+00:00,2026-04-27T22:06:28+00:00
IHE-00086,INT-0096,HYP-0045,cause_mitigation,supporting,,,0.5767,,active,2026-04-27T22:00:07+00:00,2026-04-27T22:06:28+00:00
IHE-00087,INT-0096,HYP-0035,cause_mitigation,supporting,,,0.4858,,active,2026-04-27T22:00:07+00:00,2026-04-27T22:06:28+00:00
IHE-00088,INT-0096,HYP-0048,cause_mitigation,supporting,,,0.4858,,active,2026-04-27T22:00:07+00:00,2026-04-27T22:06:28+00:00
IHE-00089,INT-0096,HYP-0046,cause_mitigation,supporting,,,0.5741,,active,2026-04-27T22:00:07+00:00,2026-04-27T22:06:28+00:00
IHE-00090,INT-0096,HYP-0031,cause_mitigation,supporting,,,0.5138,,active,2026-04-27T22:00:07+00:00,2026-04-27T22:06:28+00:00
IHE-00091,INT-0096,HYP-0033,cause_mitigation,supporting,,,0.4672,,active,2026-04-27T22:00:07+00:00,2026-04-27T22:06:28+00:00
