id,evidence_fragment_id,claim_id,target_type,target_id,effect_direction,weight,context_scope,created_at,notes
EVL-000022,EVD-000013,,intervention,INT-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000023,EVD-000013,,hypothesis,HYP-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000024,EVD-000014,,intervention,INT-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000025,EVD-000014,,hypothesis,HYP-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000026,EVD-000015,,intervention,INT-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000027,EVD-000015,,hypothesis,HYP-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000028,EVD-000016,,intervention,INT-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000029,EVD-000016,,hypothesis,HYP-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000030,EVD-000017,,intervention,INT-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000031,EVD-000017,,hypothesis,HYP-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000032,EVD-000018,,intervention,INT-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000033,EVD-000018,,hypothesis,HYP-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000034,EVD-000019,,intervention,INT-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000035,EVD-000019,,hypothesis,HYP-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000036,EVD-000020,,intervention,INT-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000037,EVD-000020,,hypothesis,HYP-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000038,EVD-000021,,intervention,INT-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000039,EVD-000021,,hypothesis,HYP-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000040,EVD-000022,,intervention,INT-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000041,EVD-000022,,hypothesis,HYP-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000042,EVD-000023,,intervention,INT-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000043,EVD-000023,,hypothesis,HYP-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000044,EVD-000024,,intervention,INT-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000045,EVD-000024,,hypothesis,HYP-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000046,EVD-000025,,intervention,INT-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000047,EVD-000025,,hypothesis,HYP-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000048,EVD-000026,,intervention,INT-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000049,EVD-000026,,hypothesis,HYP-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000050,EVD-000027,,intervention,INT-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000051,EVD-000027,,hypothesis,HYP-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000052,EVD-000028,,intervention,INT-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000053,EVD-000028,,hypothesis,HYP-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000054,EVD-000029,,intervention,INT-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000055,EVD-000029,,hypothesis,HYP-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000056,EVD-000030,,intervention,INT-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000057,EVD-000030,,hypothesis,HYP-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000058,EVD-000031,,intervention,INT-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000059,EVD-000031,,hypothesis,HYP-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000060,EVD-000032,,intervention,INT-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000061,EVD-000032,,hypothesis,HYP-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000062,EVD-000033,,intervention,INT-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000063,EVD-000033,,hypothesis,HYP-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000064,EVD-000034,,intervention,INT-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000065,EVD-000034,,hypothesis,HYP-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000066,EVD-000035,,intervention,INT-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000067,EVD-000035,,hypothesis,HYP-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000068,EVD-000036,,intervention,INT-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000069,EVD-000036,,hypothesis,HYP-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000070,EVD-000037,,intervention,INT-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000071,EVD-000037,,hypothesis,HYP-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000072,EVD-000038,,intervention,INT-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000073,EVD-000038,,hypothesis,HYP-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000074,EVD-000039,,intervention,INT-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000075,EVD-000039,,hypothesis,HYP-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000076,EVD-000040,,intervention,INT-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000077,EVD-000040,,hypothesis,HYP-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000078,EVD-000041,,intervention,INT-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000079,EVD-000041,,hypothesis,HYP-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000080,EVD-000042,,intervention,INT-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000081,EVD-000042,,hypothesis,HYP-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000082,EVD-000043,,intervention,INT-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000083,EVD-000043,,hypothesis,HYP-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000084,EVD-000044,,intervention,INT-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000085,EVD-000044,,hypothesis,HYP-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000086,EVD-000045,,intervention,INT-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000087,EVD-000045,,hypothesis,HYP-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000088,EVD-000046,,intervention,INT-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000089,EVD-000046,,hypothesis,HYP-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000090,EVD-000047,,intervention,INT-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000091,EVD-000048,,intervention,INT-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000092,EVD-000049,,intervention,INT-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000093,EVD-000050,,intervention,INT-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000094,EVD-000051,,intervention,INT-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000095,EVD-000052,,intervention,INT-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000096,EVD-000053,,intervention,INT-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000097,EVD-000054,,intervention,INT-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000098,EVD-000055,,intervention,INT-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000099,EVD-000056,,intervention,INT-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000100,EVD-000057,,intervention,INT-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000101,EVD-000058,,intervention,INT-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000102,EVD-000059,,intervention,INT-0001,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000103,EVD-000060,,intervention,INT-0002,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000104,EVD-000061,,intervention,INT-0002,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000105,EVD-000062,,intervention,INT-0002,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000106,EVD-000063,,intervention,INT-0002,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000107,EVD-000064,,intervention,INT-0002,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000108,EVD-000065,,intervention,INT-0002,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000109,EVD-000066,,intervention,INT-0002,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000110,EVD-000067,,intervention,INT-0002,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000111,EVD-000068,,intervention,INT-0002,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000112,EVD-000069,,intervention,INT-0002,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000113,EVD-000070,,intervention,INT-0002,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000114,EVD-000071,,intervention,INT-0002,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000115,EVD-000072,,intervention,INT-0002,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000116,EVD-000073,,intervention,INT-0002,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000117,EVD-000074,,intervention,INT-0002,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000118,EVD-000075,,intervention,INT-0002,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000119,EVD-000076,,intervention,INT-0002,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000120,EVD-000077,,intervention,INT-0002,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000121,EVD-000078,,intervention,INT-0002,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000122,EVD-000079,,intervention,INT-0002,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000123,EVD-000080,,intervention,INT-0002,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000124,EVD-000081,,intervention,INT-0002,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000125,EVD-000082,,intervention,INT-0002,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000126,EVD-000083,,intervention,INT-0002,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000127,EVD-000084,,intervention,INT-0002,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000128,EVD-000085,,intervention,INT-0002,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000129,EVD-000086,,intervention,INT-0002,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000130,EVD-000087,,intervention,INT-0002,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000131,EVD-000088,,intervention,INT-0002,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000132,EVD-000089,,intervention,INT-0002,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000133,EVD-000090,,intervention,INT-0002,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000134,EVD-000091,,intervention,INT-0002,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000135,EVD-000092,,intervention,INT-0002,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000136,EVD-000093,,intervention,INT-0002,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000137,EVD-000094,,intervention,INT-0002,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000138,EVD-000095,,intervention,INT-0002,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000139,EVD-000096,,intervention,INT-0002,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000140,EVD-000097,,intervention,INT-0003,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000141,EVD-000098,,intervention,INT-0003,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000142,EVD-000099,,intervention,INT-0003,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000143,EVD-000100,,intervention,INT-0003,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000144,EVD-000101,,intervention,INT-0003,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000145,EVD-000102,,intervention,INT-0003,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000146,EVD-000103,,intervention,INT-0003,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000147,EVD-000104,,intervention,INT-0003,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000148,EVD-000105,,intervention,INT-0003,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000149,EVD-000106,,intervention,INT-0003,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000150,EVD-000107,,intervention,INT-0003,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000151,EVD-000108,,intervention,INT-0003,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000152,EVD-000109,,intervention,INT-0003,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000153,EVD-000110,,intervention,INT-0003,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000154,EVD-000111,,intervention,INT-0003,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000155,EVD-000112,,intervention,INT-0003,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000156,EVD-000113,,intervention,INT-0003,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000157,EVD-000114,,intervention,INT-0003,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000158,EVD-000115,,intervention,INT-0003,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000159,EVD-000116,,intervention,INT-0003,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000160,EVD-000117,,intervention,INT-0003,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000161,EVD-000118,,intervention,INT-0003,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000162,EVD-000119,,intervention,INT-0004,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000163,EVD-000120,,intervention,INT-0004,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000164,EVD-000121,,intervention,INT-0004,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000165,EVD-000122,,intervention,INT-0004,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000166,EVD-000123,,intervention,INT-0004,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000167,EVD-000124,,intervention,INT-0004,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000168,EVD-000125,,intervention,INT-0004,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000169,EVD-000126,,intervention,INT-0004,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000170,EVD-000127,,intervention,INT-0004,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000171,EVD-000128,,intervention,INT-0004,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000172,EVD-000129,,intervention,INT-0004,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000173,EVD-000130,,intervention,INT-0004,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000174,EVD-000131,,intervention,INT-0004,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000175,EVD-000132,,intervention,INT-0004,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000176,EVD-000133,,intervention,INT-0004,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000177,EVD-000134,,intervention,INT-0004,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000178,EVD-000135,,intervention,INT-0004,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000179,EVD-000136,,intervention,INT-0004,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000180,EVD-000137,,intervention,INT-0004,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000181,EVD-000138,,intervention,INT-0004,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000182,EVD-000139,,intervention,INT-0004,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000183,EVD-000140,,intervention,INT-0004,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000184,EVD-000141,,intervention,INT-0004,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000185,EVD-000142,,intervention,INT-0004,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000186,EVD-000143,,intervention,INT-0004,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000187,EVD-000144,,intervention,INT-0004,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000188,EVD-000145,,intervention,INT-0004,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000189,EVD-000146,,intervention,INT-0004,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000190,EVD-000147,,intervention,INT-0004,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000191,EVD-000148,,intervention,INT-0004,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000192,EVD-000149,,intervention,INT-0004,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000193,EVD-000150,,intervention,INT-0004,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000194,EVD-000151,,intervention,INT-0004,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000195,EVD-000152,,intervention,INT-0004,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000196,EVD-000153,,intervention,INT-0008,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000197,EVD-000154,,intervention,INT-0008,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000198,EVD-000155,,intervention,INT-0008,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000199,EVD-000156,,intervention,INT-0008,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000200,EVD-000157,,intervention,INT-0008,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000201,EVD-000158,,intervention,INT-0008,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000202,EVD-000159,,intervention,INT-0008,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000203,EVD-000160,,intervention,INT-0008,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000204,EVD-000161,,intervention,INT-0008,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000205,EVD-000162,,intervention,INT-0008,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000206,EVD-000163,,intervention,INT-0008,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000207,EVD-000164,,intervention,INT-0008,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000208,EVD-000165,,intervention,INT-0008,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000209,EVD-000166,,intervention,INT-0008,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000210,EVD-000167,,intervention,INT-0008,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000211,EVD-000168,,intervention,INT-0008,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000212,EVD-000169,,intervention,INT-0008,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000213,EVD-000170,,intervention,INT-0008,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000214,EVD-000171,,intervention,INT-0008,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000215,EVD-000172,,intervention,INT-0008,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000216,EVD-000173,,intervention,INT-0008,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000217,EVD-000174,,intervention,INT-0008,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000218,EVD-000175,,intervention,INT-0008,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000219,EVD-000176,,intervention,INT-0008,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000220,EVD-000177,,intervention,INT-0008,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000221,EVD-000178,,intervention,INT-0008,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000222,EVD-000179,,intervention,INT-0008,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000223,EVD-000180,,intervention,INT-0008,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000224,EVD-000181,,intervention,INT-0008,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000225,EVD-000182,,intervention,INT-0008,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000226,EVD-000183,,intervention,INT-0008,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000227,EVD-000184,,intervention,INT-0008,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000228,EVD-000185,,intervention,INT-0008,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000229,EVD-000186,,intervention,INT-0008,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000230,EVD-000187,,intervention,INT-0008,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000231,EVD-000188,,intervention,INT-0008,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000232,EVD-000189,,intervention,INT-0011,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000233,EVD-000190,,intervention,INT-0011,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000234,EVD-000191,,intervention,INT-0011,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000235,EVD-000192,,intervention,INT-0011,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000236,EVD-000193,,intervention,INT-0011,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000237,EVD-000194,,intervention,INT-0011,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000238,EVD-000195,,intervention,INT-0011,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000239,EVD-000196,,intervention,INT-0011,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000240,EVD-000197,,intervention,INT-0011,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000241,EVD-000198,,intervention,INT-0011,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000242,EVD-000199,,intervention,INT-0011,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000243,EVD-000200,,intervention,INT-0011,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000244,EVD-000201,,intervention,INT-0011,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000245,EVD-000202,,intervention,INT-0011,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000246,EVD-000203,,intervention,INT-0012,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000247,EVD-000204,,intervention,INT-0012,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000248,EVD-000205,,intervention,INT-0012,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000249,EVD-000206,,intervention,INT-0012,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000250,EVD-000207,,intervention,INT-0012,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000251,EVD-000208,,intervention,INT-0012,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000252,EVD-000209,,intervention,INT-0012,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000253,EVD-000210,,intervention,INT-0012,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000254,EVD-000211,,intervention,INT-0012,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000255,EVD-000212,,intervention,INT-0012,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000256,EVD-000213,,intervention,INT-0012,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000257,EVD-000214,,intervention,INT-0013,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000258,EVD-000215,,intervention,INT-0013,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000259,EVD-000216,,intervention,INT-0013,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000260,EVD-000217,,intervention,INT-0013,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000261,EVD-000218,,intervention,INT-0013,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000262,EVD-000219,,intervention,INT-0013,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000263,EVD-000220,,intervention,INT-0013,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000264,EVD-000221,,intervention,INT-0013,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000265,EVD-000222,,intervention,INT-0013,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000266,EVD-000223,,intervention,INT-0013,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000267,EVD-000224,,intervention,INT-0013,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000268,EVD-000225,,intervention,INT-0013,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000269,EVD-000226,,intervention,INT-0013,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000270,EVD-000227,,intervention,INT-0013,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000271,EVD-000228,,intervention,INT-0014,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000272,EVD-000229,,intervention,INT-0014,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000273,EVD-000230,,intervention,INT-0014,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000274,EVD-000231,,intervention,INT-0014,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000275,EVD-000232,,intervention,INT-0014,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000276,EVD-000233,,intervention,INT-0014,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000277,EVD-000234,,intervention,INT-0014,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000278,EVD-000235,,intervention,INT-0014,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000279,EVD-000236,,intervention,INT-0014,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000280,EVD-000237,,intervention,INT-0014,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000281,EVD-000238,,intervention,INT-0014,unclear,,,2026-04-24T17:07:31+00:00,
